movie_id,title,year,genres,overview,source,status
3114,Toy Story 2 (1999),1999,Animation|Children's|Comedy,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3115,Flawless (1999),1999,Drama,An ultraconservative police officer suffers a debilitating stroke and is assigned to a rehabilitative program that includes singing lessons - with the drag queen next door.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3116,Miss Julie (1999),1999,Drama,A footman seduces a count's daughter. Adaptation of August Strindberg's famous play.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3117,Ride with the Devil (1999),1999,Drama|Romance|War,"Ride with the Devil follows four people who are fighting for truth and justice amidst the turmoil of the American Civil War. Director Ang Lee takes us to a no man's land on the Missouri/Kansas border where a staunch loyalist, an immigrant's son, a freed slave, and a young widow form an unlikely friendship as they learn how to survive in an uncertain time. In a place without rules and redefine the meaning of bravery and honor.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3118,Tumbleweeds (1999),1999,Drama,"A woman constantly runs from town to town with her 12 year old daughter to escape failed relationships. The film opens with one escape and the shift into a new start in San Diego. There Mom takes up with a controlling trucker and fights with her weirdo boss. Meanwhile, the daughter, used to making the constant shifts, finds a fit at school including getting chosen for a play lead.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3119,Bay of Blood (Reazione a catena) (1971),1971,Horror,"An elderly heiress is killed by her husband who wants control of her fortunes. What ensues is an all-out murder spree as relatives and friends attempt to reduce the inheritance playing field, complicated by some teenagers who decide to camp out in a dilapidated building on the estate.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3120,"Distinguished Gentleman, The (1992)",1992,Comedy,"A Florida con man uses the passing of the long time Congressman from his district who he just happens to share a name with, to get elected to his version of paradise, Congress, where the money flows from lobbyists. But soon he learns the nature of the game and decides to fight back the only way he knows how, with a con.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3121,"Hitch-Hiker, The (1953)",1953,Film-Noir,Two fishermen pick up a psychotic escaped convict who tells them that he intends to murder them when the ride is over.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3122,Santa Fe Trail (1940),1940,Drama|Romance|Western,"As a penalty for fighting fellow classmates days before graduating from West Point, J.E.B. Stuart, George Armstrong Custer and four friends are assigned to the 2nd Cavalry, stationed at Fort Leavenworth. While there they aid in the capture and execution of the abolitionist, John Brown following the Battle of Harper's Ferry.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3123,Spring Fever USA (a.k.a. Lauderdale) (1989),1989,Comedy,"""Porky"" style teen comedy with plenty of gross out jokes and nudity. A nerd and his out-of-control friend chase a dream girl to a beach on Florida where all the expected carrying on occurs.",https://www.themoviedb.org/movie/28604,found
3124,Agnes Browne (1999),1999,Comedy|Drama,"When Agnes Browne's husband died, she discovered something amazing... Herself.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3125,"End of the Affair, The (1999)",1999,Drama,"On a rainy London night in 1946, novelist Maurice Bendrix has a chance meeting with Henry Miles, husband of his ex-mistress Sarah, who abruptly ended their affair two years before. Bendrix's obsession with Sarah is rekindled; he succumbs to his own jealousy and arranges to have her followed.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3126,"End of the Affair, The (1955)",1955,Drama,A civil servant's wife (Deborah Kerr) in wartime London vows to leave her injured lover (Van Johnson) if he recovers.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3127,Holy Smoke (1999),1999,Drama,"While on a journey of discovery in exotic India, beautiful young Ruth Barron falls under the influence of a charismatic religious guru. Her desperate parents then hire PJ Waters, a macho cult de-programmer who confronts Ruth in a remote desert hideaway. But PJ quickly learns that he's met his match in the sexy, intelligent and iron-willed Ruth.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3128,"Map of the World, A (1999)",1999,Drama,"School nurse Alice Goodwin lives with her husband and two daughters on a dairy farm in a small Wisconsin community. After an accident on her property involving a friend's child, the town turns against her and Alice finds herself fighting charges of child abuse.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3129,Sweet and Lowdown (1999),1999,Comedy|Drama,"A comedic biopic focused on the life of fictional jazz guitarist Emmett Ray. Ray was an irresponsible, free-spending, arrogant, obnoxious, alcohol-abusing, miserable human being, who was also arguably the best guitarist in the world.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3130,Bonfire of the Vanities (1990),1990,Comedy,"After his mistress runs over a young teen, a Wall Street hotshot sees his life unravel in the spotlight, and attracting the interest of a down and out reporter.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3131,Broadway Damage (1997),1997,Comedy,Romantic comedy about aspiring writers in NY.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3132,Daddy Long Legs (1919),1919,Comedy,"Wealthy Jervis Pendleton acts as benefactor for orphan Judy Abbott, anonymously sponsoring her in her boarding school. But as she grows up, he finds himself falling in love with her, and she with him, though she does not know that the man she has fallen for is her benefactor.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3133,Go West (1925),1925,Comedy,"Keaton portrays Friendless, who travels west to try to make his fortune. Once there, he tries his hand at bronco-busting, cattle wrangling, and dairy farming, eventually forming a bond with a cow named ""Brown Eyes."" Eventually he finds himself leading a herd of cattle through Los Angeles.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3134,"Grand Illusion (Grande illusion, La) (1937)",1937,Drama|War,"A group of French soldiers, including the patrician Captain de Boeldieu and the working-class Lieutenant Maréchal, grapple with their own class differences after being captured and held in a World War I German prison camp. When the men are transferred to a high-security fortress, they must concoct a plan to escape beneath the watchful eye of aristocratic German officer von Rauffenstein, who has formed an unexpected bond with de Boeldieu.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3135,"Great Santini, The (1979)",1979,Drama,"As he approaches manhood, Ben Meechum struggles to win the approval of his demanding alpha male father, an aggressively competitive, but frustrated marine pilot.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3136,"James Dean Story, The (1957)",1957,Documentary,"Released two years after James Dean's death, this documentary chronicles his short life and career via black-and-white still photographs, interviews with the aunt and uncle who raised him, his paternal grandparents, a New York City cabdriver friend, the owner of his favorite Los Angeles restaurant, outtakes from East of Eden, footage of the opening night of Giant, and Dean's ironic PSA for safe driving.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3137,"Sea Wolves, The (1980)",1980,Action|War,"This true story follows the exploits of a top secret British military mission to destroy Nazi radio ships in a neutral harbor during WWII. The daring plan is led by British Intelligence officers Col. Lewis Pugh (Gregory Peck) and Capt. Gavin Stewart (Roger Moore). Since the ships are in neutral territory the British Military command, while encouraging the scheme, must deny any knowledge of it if it fails. Pugh and Stewart enlist the aid of retired officer Col. Bill Grice (David Niven) and some of his former soldiers. On the pretext of being on a fishing expedition, these seemingly drunken old men in civilian clothing must board and destroy 3 Nazi ships, whose radio transmissions have resulted in Nazi submarines sinking allied ships. While Stewart arranges a diversion on shore, Pugh and Grice carry out the dangerous raid on and destruction of the Nazi ships.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
